tsne-1,tsne-2,doc_id
-9.060730902442717,0.559245042917043,1474561
4.837487693622593,4.141812820385235,3440643
-13.275887112937268,-10.76620655612919,3538950
-17.044252933827444,-1.252613075680748,1474569
0.9458914954717489,18.999371366383567,2097161
-16.778977787364244,3.4824684255082134,425995
-12.521268524762496,23.10316542997801,3375114
-19.05361983912015,-8.022924234496466,3637258
-8.800022265755064,27.573245968660434,1277972
-27.83015150327306,10.538068250740197,786453
-14.667352960581782,19.886641893952728,3407893
-22.002992671875212,18.01370362700107,3375127
-10.495094477072394,26.028635505113524,3506198
-6.748467696249369,-9.109237580408776,2326553
-1.7664460233878505,5.909505053138832,1507354
22.240032826865086,15.265057921248308,3506200
-26.408180284752213,-14.036250586751978,3735576
-20.547943312508046,0.18596455822135832,3407903
2.515178757584723,3.7664678236963502,655392
-17.24377275972708,-25.774887113365835,3506207
2.0215523187259175,14.070673759073918,229410
15.338662565550848,8.907031451597144,557091
-18.74380110455833,-26.557085536939294,3506209
15.886774671977804,11.153982702363383,3538981
4.372699760814542,-19.256258175995576,2064422
-26.771896749566128,-5.488550775649331,3735595
-1.0559599630150835,-12.290583275384074,3538989
-11.95169077887712,-2.9669212322502587,1277998
25.32083988314681,-4.2631779968946795,786479
28.508175090236882,-18.303676938765058,1605680
15.94229289269316,-4.41312044921098,196658
-21.511565233372032,-28.1035722199839,3637298
5.5815133176639495,11.694792589798498,3440693
-10.52002168960416,-36.16784612232184,1507382
4.630021067610815,19.627829511470466,3637302
-13.689855189812173,-4.7716162316592605,1474617
1.702059106646686,-20.046745497943903,3539002
-45.75711725293317,0.03322412360467036,3637305
-15.99538696712482,14.327899091754173,3473470
-9.057600487036709,-2.6348119655318096,1507395
-1.1870574565664334,2.287457684160113,3539013
-20.335226876477737,17.187045318773876,1441862
-2.7386650636486785,-28.171206750306215,3407943
10.129549670831103,-22.171132942419195,3539014
22.799993272416778,-13.667699708866982,3539015
29.231860286510894,-1.6644691203263966,3539019
2.4871100230997536,-16.42309159371095,786508
-20.38787656521626,-22.965411584084116,1507404
-10.722817821689945,-36.10761429478478,1507406
-11.882647281827033,-8.612218308193935,3211340
5.903530402616214,37.85750241540686,3473486
18.87060513912126,-11.580477453598824,3735633
12.498108398308602,15.086099699959247,655442
-11.10023179038015,12.049258961741444,295005
-3.324903049474732,-18.09154513184621,1507423
6.300528601900153,38.247418741103736,103
26.012290564350018,-8.59135354202267,1441896
-0.741834266868548,-27.402737553560716,3637352
29.47702685366825,2.0253434984450793,1704045
-24.381737211259654,-5.730766792621134,1540208
-34.966490513954014,14.253475281325668,3637360
-29.680850630849964,24.186204424017895,3637362
-3.53614806519432,-0.5301407560045021,3407993
11.007483740403512,13.058038898532844,1278075
-4.795997230451444,24.74170833939522,3637372
-15.600857041402357,6.503836891284828,2457725
11.75770532410784,-22.365402881777236,3637376
-7.554219216916449,-7.423546480420337,3506305
-1.4877960675517807,22.565925496657954,2457734
-9.15015467244807,18.96738880460582,2097289
8.463962340405486,-28.02526379747454,721034
26.8295407727472,-0.6375203273238338,2064522
-19.719837187270745,19.58733105648808,3637388
-6.704301738422369,5.0679075264818785,1441934
27.924076707332173,-5.576500309394636,3539091
-16.963025512789432,4.405084787598315,786584
-11.609803570725605,-4.592952150138112,524441
3.682989853156061,-12.594287123138033,688286
27.860762457982286,-20.367386430041904,2326688
-5.785697531589559,-9.142305464342767,1441953
-3.8033028366149293,23.21467330464393,2457761
-24.72191810925262,-7.798542179718622,3473568
-13.15670991685702,9.068222880463775,3440804
5.593077417292379,28.104442420945322,2523304
26.385514993811395,-9.38266933603169,3473577
-45.78487038806887,0.03360479679039716,3539118
-35.670926685054134,14.718322286141541,1474736
16.78490046131921,17.676412611536296,3276977
12.269761507624263,-22.715498012184785,1867954
38.812243032999525,0.5651131617794086,3506354
-2.6632507869378044,9.1520692254386,786612
5.42491242693633,9.206553083493029,327863
-2.0231245872450585,17.471074918493,622776
8.670975598200434,14.674720254411486,2490553
3.0514850405329215,-5.724380920343952,2490555
-9.855583794506547,26.340697827962572,786620
22.59622147542683,16.170484667967653,2097341
0.32241254967326227,18.55561976758062,3539132
18.992500886094405,-14.733370482514013,3309766
32.540315259979316,-3.830545894090154,2064584
18.276531533702858,21.16210443887492,393419
25.570000026591046,5.29361583454621,2097355
20.841071015589844,9.235332926674724,426189
33.526827513154004,-13.708254424817756,917709
5.433381018091368,21.185471287024367,2523343
6.19543935188161,7.70117759556212,426193
-18.776844624486987,-25.864654883437886,1310930
-16.02843589879151,-7.088413166286965,3539158
-36.50617610225306,3.6596092939766316,2490583
32.76465047999731,-6.05551592372529,3408087
40.90599862255843,0.25181408575143704,1474777
13.090353858782638,2.8878080073887733,2097370
-9.598911273340127,0.3562221102351869,721115
15.63278063296815,2.9241095937232586,3375323
5.869431398072701,-20.970910283776483,3408093
-24.6411853937875,-7.639980182346076,3506395
27.444875019917767,-18.2656430925444,1540319
19.674758830884635,0.03909880750338617,1278176
-5.7567816789680535,36.34194566393393,3506397
-22.13258768111469,-26.01612335466696,655586
-35.869419963715224,14.855268037569287,3539168
-0.9090781182693733,20.27768493067309,3539171
-4.579012813103828,-3.9287299365169916,3637472
15.886940528777787,-33.3781595359176,262376
-19.77134277673386,-25.402361995699117,164073
-13.667963169634744,0.7894737323458197,1474793
25.88588756560665,-3.360063323840852,2064623
-17.860377855777816,-10.767735963986093,3539183
-7.407512225727989,4.47001421545217,1278194
4.724624338898675,-22.56271256114671,2064626
-17.126599552246084,24.37322542357668,3637491
18.42926460919771,21.767945096977808,557301
5.397667885472615,21.723553586444368,295159
-44.54455630073209,-0.003709076318393465,1442039
-18.00245020122282,-5.6266518002543275,1442040
7.212438067890169,-7.900247407354134,2490615
-4.467276624281013,-16.510159316443122,3440889
-0.9186152782936656,-27.288786980935193,3735805
11.670317444511019,20.133026393430885,1278207
-10.214767291282731,-1.0740901161322094,1540353
-22.948641981921643,-5.4198592743529,3473666
-6.168678365947917,34.51531249753426,3539203
10.50814594237335,25.8057178025774,3309830
4.167582077561594,10.06164260644732,3539206
-28.154487644772182,-16.340126646088393,164104
-4.607322857146996,-2.5507730557169577,3440906
-6.0371051305917,-11.34866609646001,721164
15.504746290113612,-13.321088578274269,3473679
-28.055077487631255,-8.771587488333752,3408146
-9.724537363006338,3.9086934314877673,1442067
7.287876572994109,-10.66561050280207,1507604
4.9872073392486245,-9.864186246775688,1540373
19.44331776542043,9.996317673671008,2097431
-23.40488104674711,-0.5387309790328256,3440919
4.8075494076696765,-18.963464367453685,3473688
-4.517367834990321,-13.964678403119871,3408156
-23.760420194229837,-4.054186667893771,1442077
0.5334027856316765,14.041246431349077,3309854
-15.619700905829465,16.82279355693214,3440927
17.097889664570104,-6.054078737959744,3375392
-9.718927421594096,10.578435952458648,3309858
26.493428932097558,3.3850315033849956,1048867
-18.500450910035656,-26.361434868414335,3309859
11.811641565091177,28.555640123462826,3735846
-19.944372131531033,18.03311874173867,131368
23.762751969827875,6.118876256422008,786730
