admin1,lat,lon,country_code3,geonameid,place_name,feature_class,feature_code,doc_id,word,country_predicted,country_conf,continent,lcount
Makkah,21.54238,39.19797,SAU,105343,Jeddah,P,PPL,1384493,Jeddah,SAU,0.9999812841415404,AS,6
,25.0,45.0,SAU,102358,Kingdom of Saudi Arabia,A,PCLI,1384493,Saudi Arabia,SAU,0.9999812841415404,AS,11
,35.68536,139.75309,JPN,1861060,Japan,A,PCLI,1384625,Japan,JPN,0.9999812841415404,AS,5
England,51.50853,-0.12574000000000002,GBR,2643743,London,P,PPLC,1384794,London,GBR,0.9647448658943176,EU,6
Île-de-France,48.85339000000001,2.34864,FRA,2988506,Paris,A,ADM3,1384794,Paris,FRA,0.9881994724273682,EU,5
Yunnan,25.0,101.5,CHN,1785694,Yunnan Sheng,A,ADM1,1385709,Yunnan,CHN,0.9975010752677916,AS,6
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1385709,China,CHN,0.9999233484268188,AS,5
,7.75,80.75,LKA,1227603,Democratic Socialist Republic of Sri Lanka,A,PCLI,1385753,Sri Lanka,LKA,0.9999812841415404,AS,8
Guangdong,23.37327,113.51219,CHN,1809857,Guangzhou Shi,A,ADM2,1385817,Guangzhou,CHN,0.999810516834259,AS,9
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1385817,China,CHN,0.9997636675834656,AS,5
Yunnan,25.1718,103.348,CHN,10156812,Zika,P,PPL,1385832,Zika,CHN,0.9926437735557556,AS,4
Guangdong,23.5,113.25,CHN,1809935,Guangdong Sheng,A,ADM1,1385832,Guangdong,CHN,0.999810516834259,AS,9
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1385832,China,CHN,0.9997636675834656,AS,5
Guangdong,23.37327,113.51219,CHN,1809857,Guangzhou Shi,A,ADM2,1385832,Guangzhou,CHN,0.999810516834259,AS,9
Guangdong,22.54554,114.0683,CHN,1795565,Shenzhen,P,PPLA2,1385832,Shenzhen,CHN,0.999810516834259,AS,8
,32.0,53.0,IRN,130758,Islamic Republic of Iran,A,PCLI,1385897,Iran,IRN,0.99993097782135,AS,4
Isfahan,33.0,52.16667,IRN,418862,Isfahan,A,ADM1,1385897,Isfahan,IRN,0.99993097782135,AS,7
Isfahan,33.3761,52.3694,IRN,143052,Ardestān,P,PPLA2,1385897,Ardestan,IRN,0.9992421865463256,AS,8
Kermānshāh,34.3058,46.6015,IRN,25040,Tāzehābād-e Bīdgol,P,PPL,1385897,Bidgol,IRN,0.9992421865463256,AS,6
Sahel,14.03351,-0.04575,BFA,6930713,Sahel,A,ADM1,1385910,Sahel,BFA,0.93927663564682,AF,5
,12.5,-1.66667,BFA,2361809,Burkina Faso,A,PCLI,1385910,Burkina Faso,BFA,0.999810516834259,AF,11
Buenos Aires F.D.,-34.0,-64.0,ARG,3865483,Argentine Republic,A,PCLI,1386012,Argentina,ARG,0.9999995231628418,SA,9
,8.0,-66.0,VEN,3625428,Bolivarian Republic of Venezuela,A,PCLI,1386018,Venezuela,VEN,0.999810516834259,SA,9
Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1,1387566,Texas,USA,0.9998457431793212,NA,5
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1391992,India,IND,0.9999991655349731,AS,5
West Bengal,24.0,88.0,IND,1252881,West Bengal,A,ADM1,1391992,West Bengal,IND,0.9999754428863524,AS,10
Otago,-44.50835,168.25006000000005,NZL,6203871,Fohn Lakes,H,LK,1392022,Fohn,NZL,0.9375070929527284,OC,4
Crete,35.32787000000001,25.14341,GRC,261745,Irákleion,P,PPLA,1392022,Heraklion,GRC,0.9881994724273682,EU,9
,32.0,53.0,IRN,130758,Islamic Republic of Iran,A,PCLI,1392088,Iran,IRN,0.9999995231628418,AS,4
West Virginia,39.64452,-80.8576,USA,4816520,New Martinsville,P,PPLA2,1392105,New,USA,0.9950605034828186,NA,3
New Jersey,40.16706,-74.49987,USA,5101760,New Jersey,A,ADM1,1392105,New Jersey,USA,0.9991698265075684,NA,9
New Jersey,40.73566,-74.17237,USA,5101798,Newark,P,PPLA2,1392105,Newark,USA,0.9991698265075684,NA,6
Styria,47.25,15.166670000000002,AUT,2764581,Steiermark,A,ADM1,1395849,Styria,AUT,0.99993097782135,EU,6
,47.33333,13.333329999999998,AUT,2782113,Republic of Austria,A,PCLI,1395849,Austria,AUT,0.99993097782135,EU,7
North Carolina,34.31295,-78.16111,USA,4828836,Northwest,P,PPL,1395849,Northwest,USA,0.9678709506988524,NA,9
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1396182,India,IND,0.9997636675834656,AS,5
,18.0,9.0,NER,2440476,Republic of Niger,A,PCLI,1396186,Niger,NER,0.9999233484268188,AF,5
Niamey,13.51366,2.1098,NER,2440485,Niamey,P,PPLC,1396186,Niamey,NER,0.9992421865463256,AF,6
South Australia,-34.92866,138.59863,AUS,2078025,Adelaide,P,PPLA,1400206,Adelaide,AUS,0.9998457431793212,OC,8
,-25.0,135.0,AUS,2077456,Commonwealth of Australia,A,PCLI,1400206,Australia,AUS,0.9999812841415404,OC,9
Apulia,40.58333,17.66667,ITA,3181526,Provincia di Brindisi,A,ADM2,1400211,Brindisi,ITA,0.99899023771286,EU,8
Veneto,45.43713,12.33265,ITA,3164603,Venice,P,PPLA,1400211,Venice,ITA,0.9992645382881165,EU,6
,42.83333,12.83333,ITA,3175395,Repubblica Italiana,A,PCLI,1400211,Italy,ITA,0.9999674558639526,EU,5
West Greece,38.2155,21.79558,GRC,8133690,Dimos Patras,A,ADM3,1400211,Patras,GRC,0.8952075839042664,EU,6
,39.0,22.0,GRC,390903,Hellenic Republic,A,PCLI,1400211,Greece,GRC,0.9986525177955629,EU,6
,45.16667,15.5,HRV,3202326,Republic of Croatia,A,PCLI,1400211,Croatia,HRV,0.9886788725852966,EU,7
Gansu,37.75,102.75,CHN,1810676,Gansu Sheng,A,ADM1,1400231,Gansu,CHN,0.99310302734375,AS,5
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1400231,China,CHN,0.9997636675834656,AS,5
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1407945,China,CHN,0.9997636675834656,AS,5
Jiangsu,31.30408,120.59538,CHN,1886760,Suzhou,P,PPLA2,1407945,Suzhou,CHN,0.999810516834259,AS,6
Taipei,24.94702,121.58175,TWN,1665148,Taipei,A,ADM2,1421655,Taipei,TWN,0.9967010617256165,AS,6
Takao,22.63429,120.36621,TWN,7280289,Kaohsiung,A,ADM1,1421655,Kaohsiung,TWN,0.911287486553192,AS,9
Phnom Penh,11.56245,104.91601,KHM,1821306,Phnom Penh,P,PPLC,1422287,Phnom Penh,KHM,0.999996781349182,AS,9
,13.0,105.0,KHM,1831722,Kingdom of Cambodia,A,PCLI,1422287,Cambodia,KHM,0.999996781349182,AS,8
,-12.23333,44.44553,COM,921929,Union of the Comoros,A,PCLI,1423931,Comoros,COM,0.99957937002182,AF,7
Minas Gerais,-19.02333,-48.33477,BRA,6321899,Uberlândia,A,ADM2,1424204,Uberlandia,BRA,0.9972315430641174,SA,10
,-10.0,-55.0,BRA,3469034,Federative Republic of Brazil,A,PCLI,1424204,Brazil,BRA,0.999810516834259,SA,6
Pennsylvania,40.27245,-76.90567,USA,6254927,Pennsylvania,A,ADM1,1424342,Pennsylvania,USA,0.9971505999565125,NA,12
,45.16667,15.5,HRV,3202326,Republic of Croatia,A,PCLI,1424467,Croatia,HRV,0.99993097782135,EU,7
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1424698,China,CHN,0.9999233484268188,AS,5
Ha Nội,21.0245,105.84117,VNM,1581130,Hanoi,P,PPLC,1425482,Hanoi,VNM,0.9647448658943176,AS,5
,24.0,121.0,TWN,1668284,Taiwan,A,PCLI,1425530,Taiwan,TWN,0.9999995231628418,AS,6
Buenos Aires,-34.50479,-58.61881,ARG,3433254,Parada Vicealmirante E. Montes,S,RSTP,1425530,24-months,ARG,0.9985419511795044,SA,6
Guangdong,23.5,113.25,CHN,1809935,Guangdong Sheng,A,ADM1,1425690,Guangdong,CHN,0.999810516834259,AS,9
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1425690,China,CHN,0.9997636675834656,AS,5
Arunachal Pradesh,27.06,93.37,IND,1278341,State of Arunāchal Pradesh,A,ADM1,1425722,Arunachal Pradesh,IND,0.99310302734375,AS,16
Arunachal Pradesh,28.123790000000003,95.16339,IND,1272115,East Siang,A,ADM2,1425722,East Siang,IND,0.99310302734375,AS,9
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1425722,India,IND,0.9997636675834656,AS,5
Île-de-France,48.85339000000001,2.34864,FRA,2988506,Paris,A,ADM3,1425832,Paris,FRA,0.9881994724273682,EU,5
,42.83333,12.83333,ITA,3175395,Repubblica Italiana,A,PCLI,1426156,Italy,ITA,0.9999995231628418,EU,5
Latium,41.89193,12.51133,ITA,3169070,Rome,P,PPLC,1426156,Rome,ITA,0.999996542930603,EU,4
,-10.0,-55.0,BRA,3469034,Federative Republic of Brazil,A,PCLI,1426782,Brazil,BRA,0.999810516834259,SA,6
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1426901,China,CHN,0.9999958276748656,AS,5
Beijing,39.91691,116.39706,CHN,2038349,Beijing Shi,A,ADM1,1426901,Beijing,CHN,0.999996781349182,AS,7
Tianjin,39.33333,117.33333,CHN,1792943,Tianjin Shi,A,ADM1,1426901,Tianjin,CHN,0.999996781349182,AS,7
Hebei,39.63333,118.18333,CHN,1793346,Tangshan,P,PPL,1426901,Tangshan,CHN,0.9999755620956421,AS,8
,39.76,-98.5,USA,6252001,United States,A,PCLI,1427143,United States,USA,0.9754112362861632,NA,12
Florida,28.75054,-82.5001,USA,4155751,Florida,A,ADM1,1427143,Florida,USA,0.9754113554954528,NA,7
Oklahoma,35.44951,-97.3967,USA,4542765,Midwest City,P,PPL,1427143,Midwest,USA,0.99993097782135,NA,7
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1427174,China,CHN,0.9997636675834656,AS,5
Illinois,41.85003,-87.65005,USA,4887398,Chicago,P,PPLA2,1428271,Chicago,USA,0.9991698265075684,NA,7
Illinois,40.00032,-89.25036999999998,USA,4896861,Illinois,A,ADM1,1428271,Illinois,USA,0.9991698265075684,NA,8
Chongqing,30.08333,107.83333,CHN,1814905,Chongqing Shi,A,ADM1,1429234,Chongqing,CHN,0.9999995231628418,AS,9
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1429252,India,IND,0.9999233484268188,AS,5
Tamil Nadu,13.08891,80.26483,IND,7646145,Chennai,A,ADM2,1429252,Chennai,IND,0.99993097782135,AS,7
Tamil Nadu,13.10276,80.27135,IND,1276760,Basin Bridge,S,RSTN,1429252,Basin Bridge,IND,0.9975010752677916,AS,11
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1429271,China,CHN,0.9999233484268188,AS,5
,39.76,-98.5,USA,6252001,United States,A,PCLI,1429612,United States,USA,0.9754112362861632,NA,12
,30.17905,31.54829,EGY,8182228,Sharikat an Nīl al ‘Āmmah liţ Ţuruq wa al Kabārī,S,BLDG,1429612,Nile,EGY,0.9549452662467957,AF,4
Jiangsu,31.30408,120.59538,CHN,1886760,Suzhou,P,PPLA2,1429633,Suzhou,CHN,0.999810516834259,AS,6
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1429633,China,CHN,0.9997636675834656,AS,5
Guangdong,23.37327,113.51219,CHN,1809857,Guangzhou Shi,A,ADM2,1429666,Guangzhou,CHN,0.9999812841415404,AS,9
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1429666,China,CHN,0.999981164932251,AS,5
,2.5,112.5,MYS,1733045,Malaysia,A,PCLI,1429803,Malaysia,MYS,0.999810516834259,AS,8
Kuala Lumpur,3.1412,101.68653,MYS,1735161,Kuala Lumpur,P,PPLC,1429803,Kuala Lumpur,MYS,0.9971505999565125,AS,11
Kerman,29.75,57.25,IRN,128231,Kerman,A,ADM1,1431004,Kerman,IRN,0.99310302734375,AS,6
,32.0,53.0,IRN,130758,Islamic Republic of Iran,A,PCLI,1431004,Iran,IRN,0.999810516834259,AS,4
,18.0,9.0,NER,2440476,Republic of Niger,A,PCLI,1431399,Niger,NER,0.9999233484268188,AF,5
Punjab,30.91667,75.41667,IND,1259223,State of Punjab,A,ADM1,1431427,States of India,IND,0.93927663564682,AS,13
,39.76,-98.5,USA,6252001,United States,A,PCLI,1431427,States,USA,0.9412174224853516,NA,6
Arunachal Pradesh,27.06,93.37,IND,1278341,State of Arunāchal Pradesh,A,ADM1,1431427,Arunachal Pradesh,IND,0.99310302734375,AS,16
Assam,26.0,93.0,IND,1278253,Assam,A,ADM1,1431427,Assam,IND,0.959717869758606,AS,5
Manipur,25.0,94.0,IND,1263706,Manipur,A,ADM1,1431427,Manipur,IND,0.959717869758606,AS,7
Meghalaya,25.5,91.33333,IND,1263207,Meghālaya,A,ADM1,1431427,Meghalaya,IND,0.99310302734375,AS,9
Mizoram,23.0,93.0,IND,1262963,Mizoram,A,ADM1,1431427,Mizoram,IND,0.99310302734375,AS,7
Nagaland,26.08333,94.5,IND,1262271,State of Nāgāland,A,ADM1,1431427,Nagaland,IND,0.959717869758606,AS,8
Tripura,23.91667,91.5,IND,1252864,West Tripura,A,ADM2,1431427,Tripura,IND,0.959717869758606,AS,7
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1431427,India,IND,0.9997636675834656,AS,5
,-10.0,-55.0,BRA,3469034,Federative Republic of Brazil,A,PCLI,1431491,Brazil,BRA,0.999810516834259,SA,6
Taipei,24.94702,121.58175,TWN,1665148,Taipei,A,ADM2,1431536,Taipei,TWN,0.999810516834259,AS,6
,24.0,121.0,TWN,1668284,Taiwan,A,PCLI,1431536,Taiwan,TWN,0.999810516834259,AS,6
Tamil Nadu,11.0,78.33333,IND,1255053,State of Tamil Nādu,A,ADM1,1431880,Tamil Nadu,IND,0.9881994724273682,AS,9
Tamil Nadu,11.07284,77.01739,IND,11072776,The South India Textile Research Association (SITRA),S,ITTR,1431880,South India,IND,0.9881994724273682,AS,10
Shanghai,31.22222,121.45806,CHN,1796236,Shanghai,P,PPLA,1431913,Shanghai,CHN,0.999810516834259,AS,8
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1431913,China,CHN,0.9997636675834656,AS,5
Hokkaido,43.77066,142.36473,JPN,2130628,Asahikawa-shi,A,ADM2,1432068,Asahikawa City,JPN,0.9993281364440918,AS,13
,35.68536,139.75309,JPN,1861060,Japan,A,PCLI,1432068,Japan,JPN,0.9999812841415404,AS,5
Queensland,-27.44573,153.02993999999995,AUS,7839562,Brisbane,A,ADM2,1432321,Brisbane,AUS,0.9971505999565125,OC,8
,-25.0,135.0,AUS,2077456,Commonwealth of Australia,A,PCLI,1432321,Australia,AUS,0.999810516834259,OC,9
Stockholm,59.33258000000001,18.0649,SWE,2673730,Stockholm,P,PPLC,1433427,Stockholm,SWE,0.9971505999565125,EU,9
,62.0,15.0,SWE,2661886,Kingdom of Sweden,A,PCLI,1433427,Sweden,SWE,0.999810516834259,EU,6
Csongrád,46.253,20.14824,HUN,715429,Szeged,P,PPLA,1433583,Szeged,HUN,0.9881994724273682,EU,6
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1433888,China,CHN,0.999981164932251,AS,5
,-25.0,135.0,AUS,2077456,Commonwealth of Australia,A,PCLI,1435477,Australia,AUS,0.999810516834259,OC,9
Volgograd,48.71939,44.50183,RUS,472757,Volgograd,P,PPLA,1435525,Volgograd,RUS,0.9975010752677916,EU,9
Voronezj,51.67204,39.1843,RUS,472045,Voronezh,P,PPLA,1435525,Voronezh,RUS,0.9992421865463256,EU,8
Ivanovo,56.99719,40.97139,RUS,555312,Ivanovo,P,PPLA,1435525,Ivanovo,RUS,0.9947224855422974,EU,7
Irkutsk,56.0,106.0,RUS,2023468,Irkutskaya Oblast’,A,ADM1,1435525,Irkutsk,RUS,0.9975010752677916,EU,7
Krasnoyarskiy,58.0,93.0,RUS,1502020,Krasnoyarskiy Kray,A,ADM1,1435525,Krasnoyarsk,RUS,0.9947224855422974,EU,11
Orenburg,52.0,56.0,RUS,515001,Orenburgskaya Oblast’,A,ADM1,1435525,Orenburg,RUS,0.9992421865463256,EU,8
Samara,53.20007,50.15,RUS,499099,Samara,P,PPLA,1435525,Samara,RUS,0.9891147613525392,EU,6
Tomsk,56.49771,84.97437,RUS,1489425,Tomsk,P,PPLA,1435525,Tomsk,RUS,0.9975010752677916,EU,5
,60.0,100.0,RUS,2017370,Russian Federation,A,PCLI,1435525,Russian Federation,RUS,0.9754112362861632,EU,17
,10.0,8.0,NGA,2328926,Federal Republic of Nigeria,A,PCLI,1435697,Nigeria,NGA,0.999810516834259,AF,7
,36.5,127.75,KOR,1835841,Republic of Korea,A,PCLI,1436049,Korea,KOR,0.9891147613525392,AS,5
,36.5,127.75,KOR,1835841,Republic of Korea,A,PCLI,1436049,South Korea,KOR,0.99993097782135,AS,10
Heilongjiang,47.75,128.0,CHN,2036965,Heilongjiang Sheng,A,ADM1,1436154,Heilongjiang,CHN,0.9992421865463256,AS,12
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1436154,China,CHN,0.9999233484268188,AS,5
California,39.76,-98.5,USA,6252001,United States,A,PCLI,1436189,USA,USA,0.9999958276748656,NA,3
,60.10867,-113.64258,CAN,6251999,Canada,A,PCLI,1436189,Canada,CAN,0.9999997615814208,NA,6
British Columbia,50.81011,-121.3246,CAN,5913049,Cache Creek,P,PPL,1436189,Cache,CAN,0.8843939304351807,NA,5
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1436747,India,IND,0.9999233484268188,AS,5
,18.06706,74.6525,IND,1267771,Karha River,H,STM,1436747,Karha,IND,0.9979524612426758,AS,5
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1437349,India,IND,0.9999233484268188,AS,5
NCT,28.63568,77.22539,IND,8347332,New Delhi,A,ADM2,1437349,New Delhi,IND,0.99993097782135,AS,8
Kaunas County,54.90272,23.90961,LTU,598316,Kaunas,P,PPLA,1437411,Kaunas,LTU,0.9881994724273682,EU,6
Assam,26.76748,92.96425,IND,8739997,Sonitpur,A,ADM2,1438740,Sonitpur,IND,0.9998397827148438,AS,8
Assam,26.0,93.0,IND,1278253,Assam,A,ADM1,1438740,Assam,IND,0.9974783062934875,AS,5
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1438740,India,IND,0.999981164932251,AS,5
Assam,26.83254,93.34523,IND,1276606,Behāli,P,PPL,1438740,Behali,IND,0.9994156360626221,AS,6
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1438800,China,CHN,0.999981164932251,AS,5
Shanxi,37.66667,112.25,CHN,1795912,Shanxi Sheng,A,ADM1,1438800,Shanxi,CHN,0.9993281364440918,AS,6
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1438906,China,CHN,1.0,AS,5
Beijing,39.91691,116.39706,CHN,2038349,Beijing Shi,A,ADM1,1438906,Beijing,CHN,1.0,AS,7
Virginia,38.26818,-77.18441999999997,USA,4767771,King George,P,PPLA2,1439218,King,USA,0.9975010752677916,NA,4
Washington,47.50012,-120.50147,USA,5815135,Washington,A,ADM1,1439218,Washington,USA,0.9991698265075684,NA,10
,-10.0,-55.0,BRA,3469034,Federative Republic of Brazil,A,PCLI,1439263,Brazil,BRA,0.9999998807907104,SA,6
,12.5,-1.66667,BFA,2361809,Burkina Faso,A,PCLI,1439275,Burkina,BFA,0.9881994724273682,AF,7
Vienna,48.20849000000001,16.37208,AUT,2761369,Vienna,P,PPLC,1439907,Vienna,AUT,0.9971505999565125,EU,6
,39.0,22.0,GRC,390903,Hellenic Republic,A,PCLI,1440438,NE Greece,GRC,0.9647448658943176,EU,8
Andalusia,36.5,-5.75,ESP,2520597,Provincia de Cádiz,A,ADM2,1441437,Cadiz,ESP,0.9784961342811584,EU,5
Andalusia,37.44701,-5.69608,ESP,2510910,Provincia de Sevilla,A,ADM2,1441437,Seville,ESP,0.9881994724273682,EU,7
Guangdong,23.37327,113.51219,CHN,1809857,Guangzhou Shi,A,ADM2,1442039,Guangzhou,CHN,0.999810516834259,AS,9
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1442039,China,CHN,0.9997636675834656,AS,5
Guangdong,23.36814,116.71479,CHN,1795940,Shantou,P,PPLA2,1442040,Shantou,CHN,0.999810516834259,AS,7
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1442040,China,CHN,0.9997636675834656,AS,5
,32.0,53.0,IRN,130758,Islamic Republic of Iran,A,PCLI,1442067,Iran,IRN,1.0,AS,4
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1442539,China,CHN,0.9999997615814208,AS,5
,-1.25,-78.25,ECU,3658394,Republic of Ecuador,A,PCLI,1442574,Ecuador,ECU,0.9999852180480956,SA,7
South Dakota,44.50026,-100.25069,USA,5769223,South Dakota,A,ADM1,1442593,South Dakota,USA,0.99993097782135,NA,11
,24.0,121.0,TWN,1668284,Taiwan,A,PCLI,1442604,Taiwan,TWN,0.99993097782135,AS,6
,-10.0,-55.0,BRA,3469034,Federative Republic of Brazil,A,PCLI,1442608,Brazil,BRA,0.999996781349182,SA,6
Buenos Aires F.D.,-34.0,-64.0,ARG,3865483,Argentine Republic,A,PCLI,1442613,Argentina,ARG,0.9999983310699464,SA,9
,-30.0,-71.0,CHL,3895114,Republic of Chile,A,PCLI,1442613,Chile,CHL,0.9998879432678224,SA,5
,-33.0,-56.0,URY,3439705,Oriental Republic of Uruguay,A,PCLI,1442613,Uruguay,URY,0.9984254837036132,SA,7
,39.6945,-8.13057,PRT,2264397,Portuguese Republic,A,PCLI,1442915,Portugal,PRT,0.999810516834259,EU,8
Madeira,32.73333,-17.0,PRT,2266874,Ilha da Madeira,T,ISL,1442915,Madeira,PRT,0.9971505999565125,EU,7
Queensland,-27.44573,153.02993999999995,AUS,7839562,Brisbane,A,ADM2,1443030,Brisbane,AUS,0.9998457431793212,OC,8
,-25.0,135.0,AUS,2077456,Commonwealth of Australia,A,PCLI,1443030,Australia,AUS,0.9999812841415404,OC,9
,14.5,-14.25,SEN,2245662,Republic of Senegal,A,PCLI,1443774,Senegal,SEN,0.999810516834259,AF,7
,44.81892,20.45998,SRB,6290252,Serbia,A,PCLI,1443786,Serbia,SRB,0.999810516834259,EU,6
Jiangsu,31.30408,120.59538,CHN,1886760,Suzhou,P,PPLA2,1443861,Suzhou,CHN,0.99993097782135,AS,6
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1443861,China,CHN,0.9999233484268188,AS,5
,7.75,80.75,LKA,1227603,Democratic Socialist Republic of Sri Lanka,A,PCLI,1443871,Sri Lanka,LKA,0.9999812841415404,AS,8
Sabaragamuwa,6.5831,80.5833,LKA,1228729,Ratnapura District,A,ADM2,1443871,Ratnapura,LKA,0.9998397827148438,AS,9
Western,6.8664,80.0166,LKA,1248990,Colombo District,A,ADM2,1443871,Colombo,LKA,0.9999812841415404,AS,7
North Central,8.33333,80.5,LKA,1251080,Anuradhapura District,A,ADM2,1443871,Anuradhapura,LKA,0.9998397827148438,AS,12
,22.0,79.0,IND,1269750,Republic of India,A,PCLI,1445428,India,IND,0.9999233484268188,AS,5
Pondicherry,11.91667,79.75,IND,1259426,Puducherry,A,ADM2,1445428,Puducherry,IND,0.9992421865463256,AS,10
,40.0,-4.0,ESP,2510769,Kingdom of Spain,A,PCLI,1446119,Spain,ESP,0.999810516834259,EU,5
,15.5,101.0,THA,1605651,Kingdom of Thailand,A,PCLI,1446177,Thailand,THA,0.99993097782135,AS,8
New York,40.71427,-74.00596999999998,USA,5128581,New York City,P,PPL,1446445,New York City,USA,0.9647448658943176,NA,11
New York,40.81833,-73.90278,USA,6331518,South Bronx Head Start Center Number 1,S,SCH,1446445,South Bronx,USA,0.9881994724273682,NA,10
New York,40.68149,-73.83652,USA,5133273,Queens,P,PPLA2,1446445,Queens,USA,0.9647448658943176,NA,6
New York,40.58344,-74.14959,USA,5139559,Richmond County,A,ADM2,1446445,Staten Island,USA,0.9881994724273682,NA,12
,8.0,-5.5,CIV,2287781,Republic of Côte d’Ivoire,A,PCLI,1446470,Cote d'Ivoire,CIV,0.9881994724273682,AF,11
,22.26384,114.18829,HKG,11791597,Hong Kong Island,L,RGN,1446471,Hong Kong Island,HKG,0.99993097782135,AS,14
,22.32435,114.18983,HKG,11791598,Kowloon,L,RGN,1446471,Kowloon,HKG,0.99993097782135,AS,7
,22.41667,114.08333,HKG,1819284,New Territories,L,RGN,1446471,New Territories,HKG,0.9975010752677916,AS,14
,9.0,39.5,ETH,337996,Federal Democratic Republic of Ethiopia,A,PCLI,1446876,Ethiopia,ETH,0.999810516834259,AF,8
Jiangsu,33.0,119.83333,CHN,1806260,Jiangsu Sheng,A,ADM1,1446894,Jiangsu,CHN,0.999810516834259,AS,7
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1446894,China,CHN,0.9997636675834656,AS,5
Berlin,52.5233,13.41377,DEU,6547539,Berlin,A,ADM4,1447175,Berlin,DEU,0.9647448658943176,EU,6
,47.00016,8.01427,CHE,2658434,Switzerland,A,PCLI,1447383,Switzerland,CHE,0.9999995231628418,EU,11
Basel-City,47.5669,7.615189999999999,CHE,2661602,Kanton Basel-Stadt,A,ADM1,1447383,Basle,CHE,0.9997005462646484,EU,5
,40.0,-4.0,ESP,2510769,Kingdom of Spain,A,PCLI,1447481,Spain,ESP,0.99993097782135,EU,5
,35.0,105.0,CHN,1814991,People’s Republic of China,A,PCLI,1447487,China,CHN,1.0,AS,5
,42.83333,12.83333,ITA,3175395,Repubblica Italiana,A,PCLI,1447490,Italy,ITA,0.999810516834259,EU,5
Fukuoka,33.52813,130.66472,JPN,1863958,Fukuoka Prefecture,A,ADM1,1447499,Fukuoka,JPN,0.999810516834259,AS,7
,35.68536,139.75309,JPN,1861060,Japan,A,PCLI,1447499,Japan,JPN,0.999810516834259,AS,5
,32.0,53.0,IRN,130758,Islamic Republic of Iran,A,PCLI,1447557,Iran,IRN,0.9999988079071044,AS,4
Balochistān,28.47849,65.64355,PAK,1183606,Balochistan,A,ADM1,1447557,Baluchistan,PAK,0.9954513907432556,AS,11
Punjab,30.0,70.0,PAK,1168579,Islamic Republic of Pakistan,A,PCLI,1447557,Pakistan,PAK,0.9999637603759766,AS,8
Ho Chi Minh City,10.82327,106.62978,VNM,1580578,Ho Chi Minh City,A,ADM1,1447760,Ho Chi Minh City,VNM,0.9975010752677916,AS,13
,16.16667,107.83333,VNM,1562822,Socialist Republic of Vietnam,A,PCLI,1447760,Vietnam,VNM,0.99993097782135,AS,7
Ho Chi Minh City,10.82302,106.62965,VNM,1566083,Ho Chi Minh City,P,PPLA,1447760,HCMC,VNM,0.9891147613525392,AS,4
,25.0,45.0,SAU,102358,Kingdom of Saudi Arabia,A,PCLI,1447827,Saudi Arabia,SAU,0.9986525177955629,AS,11
Buenos Aires F.D.,-34.0,-64.0,ARG,3865483,Argentine Republic,A,PCLI,1447842,Argentina,ARG,0.99993097782135,SA,9
,32.0,53.0,IRN,130758,Islamic Republic of Iran,A,PCLI,1448192,Iran,IRN,0.999810516834259,AS,4
Cairo,30.06263,31.24967,EGY,360630,Cairo,P,PPLC,1448655,Cairo,EGY,0.999810516834259,AF,5
,27.0,30.0,EGY,357994,Arab Republic of Egypt,A,PCLI,1448655,Egypt,EGY,0.999810516834259,AF,5
North Dakota,46.97739,-100.46873,USA,5688266,Burleigh County,A,ADM2,1448689,Burleigh,USA,0.99310302734375,NA,8
