doc_id,topic_id,score
2276680,212272,0.001318831593328496
2271883,212272,0.0510587062518848
2345333,212272,0.016386045826951072
2509282,212272,0.00018358190511365215
75585,212272,0.02039763128257677
3755789,212272,0.10743246719725688
3718185,212272,0.0010129650079633511
1474793,212272,0.00020462950955505647
2161060,212272,0.02533531726298713
3685707,212272,0.06665478965360716
3285755,212272,0.01930644642005404
145460,212272,0.03663419760136407
787001,212272,0.002825755300454871
3262771,212272,0.05784318974511597
3367393,212272,4.629958154586861e-05
1024642,212272,0.0002552211365056478
3298248,212272,0.0034067516574609953
153432,212272,0.009358662945385244
717020,212272,0.04839244357933207
1475443,212272,0.007846053116673342
1465623,212272,0.01750233606515357
33657,212272,0.0041417742421035455
1069698,212272,0.043956985061862346
780371,212272,0.000268864019707775
3464822,212272,0.00013397318792216146
1301280,212272,0.00016199887889792168
3754888,212272,0.008124134962014133
1646653,212272,0.008374852648635205
853416,212272,0.00016943991244871808
1728110,212272,0.024820089010027472
1837549,212272,0.0004961569460889344
3372573,212272,0.0008339494026524014
2480460,212272,0.009983972344467877
444931,212272,0.021368784943829516
3437530,212272,2.6319737369778877e-05
2063804,212272,0.0445056989888022
2494224,212272,0.03772236342960693
3413780,212272,0.0178271881867704
1354355,212272,0.0016570251644192294
737148,212273,0.03088740086632928
703172,212273,0.014895712214967697
3622550,212273,0.006815246031920768
780075,212273,0.023045639453312717
119348,212273,0.025299201317655333
2332610,212273,0.00885744252208108
3366212,212273,0.00048519736060159414
3739290,212273,0.010487205715915429
778585,212273,0.051656356397672784
164798,212273,0.03830383087543565
1330913,212273,0.0065898228284144355
680515,212273,0.003123631657070013
3622658,212273,0.000908192234276987
640092,212273,0.03441095470426586
223616,212273,0.008978588552857566
104502,212273,0.020127714129262415
3434178,212273,0.004065000776006905
2093901,212273,0.05733583984819271
3501736,212273,0.0034992190665724325
2495836,212273,0.008619177002508955
1348750,212273,0.004040365167111396
3306045,212273,0.0019424290480623966
784892,212273,0.011741083164882466
690184,212273,0.08643210958336944
1860564,212273,0.001646680174517952
1570429,212273,0.040800488214883586
813177,212273,0.032905299887157013
3734784,212273,0.0007420536747855388
1446876,212273,0.01709994433657517
81594,212273,0.008155046422117831
727247,212273,0.009374470844308027
3753511,212273,0.0012852839529812591
641110,212273,0.02831213796636971
3624724,212273,0.0005378500418402039
1848623,212273,0.07089346158132999
1639341,212273,0.06254375153580985
269224,212273,0.007054028954041694
2391315,212273,0.018266427459520517
3755810,212273,0.006212803030071813
3311708,212273,0.0077476280654179075
3634547,212273,7.405329847504641e-05
2320429,212273,0.04588196071166095
1465110,212273,0.006916983987023464
772029,212273,0.016586200233495222
1307292,212273,0.0008747484055295762
786348,212273,0.012362551407926841
311471,212274,0.07794509494510311
3444224,212274,0.0030865721230552033
1552434,212274,0.013353034573650242
3428745,212274,0.005262387250547745
3382157,212274,0.04235000615733599
14139,212274,0.0021111440474262237
1304633,212274,0.025016497226987903
3339351,212274,0.0014072402436647365
3494340,212274,0.003417169193770073
3535997,212274,0.0028591099314045428
901309,212274,0.00036504108077420967
799653,212274,0.007953739533843094
261503,212274,0.013563644081258165
2378059,212274,0.019737907143104114
3424544,212274,0.013274625489654955
3624919,212274,0.0013259800116049926
1628786,212274,0.01768827518315387
72572,212274,0.00783285506779277
3371943,212274,0.05539155050129877
3449918,212274,0.06641333543029854
3744581,212274,0.012837122823576377
1556434,212274,0.004675120184466421
3418366,212274,0.0006847652435359876
1306479,212274,0.010377292433274057
3639358,212274,0.011459453278520385
1845060,212274,0.0053545886941031955
3289095,212274,0.019892753835555416
3633355,212274,0.03508687867904363
1487910,212274,0.05352420663096601
3401321,212274,0.02138011241109869
2506606,212274,6.789614724084262e-05
3466877,212274,0.005744955581191882
2317194,212274,0.05538705562434421
1330888,212275,0.0005034752384282164
3285352,212275,0.021773403217254045
3416895,212275,0.00014710816864457824
