topic_id,total_score,total_share
213122,142.9098677048138,0.02858102435096494
213123,120.81875832905361,0.02416294920228041
213124,95.18658130320193,0.019036684042919173
213125,102.61671428753301,0.020522661289743824
213126,76.53132476391538,0.015305756641011803
213127,72.18456023948877,0.014436432606808932
213128,71.45369474470817,0.01429026436217273
213129,93.15580546361451,0.01863054236316836
213130,106.79073617147658,0.02135743794318574
213131,82.3526908903619,0.016469991201493773
213132,40.88972486219442,0.008177673387848708
213133,71.81708175693267,0.014362939351045193
213134,94.70625358401307,0.01894062168935982
213135,99.01311957294723,0.01980196628146543
213136,70.20987810906284,0.014041509296322809
213137,72.67621615891672,0.01453476052517557
213138,118.49610245605815,0.023698433454479754
213139,81.46214503349711,0.01629188794501832
213140,116.62575375262,0.023324376136421226
213141,61.206378268958005,0.012240869128455118
213142,76.847227868478,0.015368935163734243
213143,66.21897851994918,0.013243355885570813
213144,139.5712953315662,0.02791333205070796
213145,93.44365219501358,0.01868810979760512
213146,104.6009780477548,0.020919500862549095
213147,45.511175759487806,0.009101932872191383
213148,29.219310855491994,0.00584366809998174
213149,85.4803968727429,0.017095511624126414
213150,99.4615382540734,0.019891647039348207
213151,56.41497072831313,0.011282619444273546
213152,46.77409061189666,0.009354507454545972
213153,45.85873901566498,0.009171443214953851
213154,107.88727479891851,0.021576738385597642
213155,31.117389400543868,0.006223271202184768
213156,37.92251643569399,0.007584251410386893
213157,47.965932484047656,0.009592867912907097
213158,78.70620371077726,0.015740717985102157
213159,51.18802604005537,0.010237265223354273
213160,60.05113036504122,0.012009827220688139
213161,67.09987506349799,0.013419529343472639
213162,63.38852402067381,0.012677283785251021
213163,82.59280879847552,0.016518013188282492
213164,46.02384840450523,0.009204463996085377
213165,39.178048074058076,0.007835349398970938
213166,67.66707669182229,0.013532965901853117
213167,60.59918110393669,0.012119433728380735
213168,119.85115659249975,0.023969435281662947
213169,77.40548071907742,0.015480582026006443
213170,110.1009872376934,0.022019466170143255
213171,20.20282776066396,0.004040431367402612
213172,53.75251133304815,0.010750145248952738
213173,40.38990663905842,0.008077713062953488
213174,27.269731118605872,0.005453765101476527
213175,25.616040573332043,0.005123037976033672
213176,42.33482289202391,0.008466683395648869
213177,72.44406093459777,0.014488331022258607
213178,54.35726863708769,0.010871092693036025
213179,72.80364519362617,0.014560245485749277
213180,25.299772013759384,0.005059786364736531
213181,49.439581494319235,0.009887587927163528
213182,53.732182020005915,0.01074607952136912
213183,37.70882019346359,0.007541513581285319
213184,49.81261672038124,0.00996219249472123
213185,96.81799649953197,0.019362956246523434
213186,89.79804468455245,0.017959012509195547
213187,66.47240247747139,0.013294038993864084
213188,108.28745837567492,0.021656772442978173
213189,25.970416472194465,0.0051939108020844435
213190,90.91773989170672,0.01818294411374672
213191,67.48700510028993,0.013496952779560305
